dates,model0,model1,model2,model3,model4,model5,model6,model7,model8,model9
2024/01/12/13:00,1.286015730763659,1.533345088113803,1.3119504263317823,1.370377326139648,1.3564784218442345,1.4083874447052303,1.2950403711032694,1.263266211920814,1.2591085323936233,1.3119504263317823
2024/01/12/14:00,1.286015730763659,1.533345088113803,1.3119504263317823,1.370377326139648,1.3564784218442345,1.4083874447052303,1.2950403711032694,1.263266211920814,1.2591085323936233,1.3119504263317823
2024/01/12/15:00,1.338908844080733,1.5862382014308771,1.3648435396488563,1.423270439456722,1.4093715351613085,1.4612805580223045,1.3479334844203434,1.316159325237888,1.3120016457106973,1.3648435396488563
2024/01/15/09:00,1.338908844080733,1.5862382014308771,1.3648435396488563,1.423270439456722,1.4093715351613085,1.4612805580223045,1.3479334844203434,1.316159325237888,1.3120016457106973,1.3648435396488563
2024/01/15/10:00,1.338908844080733,1.5862382014308771,1.3648435396488563,1.423270439456722,1.4093715351613085,1.4612805580223045,1.3479334844203434,1.316159325237888,1.3120016457106973,1.3648435396488563
2024/01/15/11:00,1.338908844080733,1.5862382014308771,1.3648435396488563,1.423270439456722,1.4093715351613085,1.4612805580223045,1.3479334844203434,1.316159325237888,1.3120016457106973,1.3648435396488563
2024/01/15/12:00,1.338908844080733,1.5862382014308771,1.3648435396488563,1.423270439456722,1.4093715351613085,1.4612805580223045,1.3479334844203434,1.316159325237888,1.3120016457106973,1.3648435396488563
2024/01/15/13:00,1.338908844080733,1.5862382014308771,1.3648435396488563,1.423270439456722,1.4093715351613085,1.4612805580223045,1.3479334844203434,1.316159325237888,1.3389271506268081,1.3648435396488563
2024/01/15/14:00,1.338908844080733,1.5862382014308771,1.3648435396488563,1.423270439456722,1.4093715351613085,1.4612805580223045,1.3479334844203434,1.316159325237888,1.3389271506268081,1.3648435396488563
2024/01/15/15:00,1.3463587157275565,1.6018024333970122,1.3804077716149912,1.4388346714228568,1.4249357671274434,1.4768447899884394,1.3634977163864783,1.3317235572040227,1.3577382952236074,1.3804077716149912
2024/01/16/09:00,1.3463587157275565,1.6018024333970122,1.3804077716149912,1.4388346714228568,1.4249357671274434,1.4768447899884394,1.3634977163864783,1.3317235572040227,1.3577382952236074,1.3804077716149912
2024/01/16/10:00,1.3463587157275565,1.6018024333970122,1.3804077716149912,1.4388346714228568,1.4249357671274434,1.4768447899884394,1.3634977163864783,1.3317235572040227,1.3577382952236074,1.3804077716149912
2024/01/16/11:00,1.3463587157275565,1.6018024333970122,1.3804077716149912,1.4388346714228568,1.4249357671274434,1.4768447899884394,1.3634977163864783,1.3317235572040227,1.3577382952236074,1.3804077716149912
2024/01/16/12:00,1.3463587157275565,1.6018024333970122,1.3804077716149912,1.4388346714228568,1.4249357671274434,1.4768447899884394,1.3634977163864783,1.3317235572040227,1.3577382952236074,1.3804077716149912
2024/01/16/13:00,1.3463587157275565,1.6018024333970122,1.3804077716149912,1.4388346714228568,1.4249357671274434,1.4768447899884394,1.3433645080871024,1.3317235572040227,1.3577382952236074,1.3804077716149912
2024/01/16/14:00,1.3463587157275565,1.6018024333970122,1.3804077716149912,1.4388346714228568,1.4249357671274434,1.4768447899884394,1.3433645080871024,1.2823786517551268,1.3577382952236074,1.331062866166095
2024/01/16/15:00,1.3463587157275565,1.5264915749263193,1.4349311575145547,1.4641463601729,1.4249357671274434,1.5313681758880027,1.397887893986666,1.3076903405051699,1.3577382952236074,1.3563745549161383
2024/01/17/09:00,1.3463587157275565,1.5264915749263193,1.4349311575145547,1.4641463601729,1.4249357671274434,1.5313681758880027,1.397887893986666,1.3076903405051699,1.3577382952236074,1.3563745549161383
2024/01/17/10:00,1.3463587157275565,1.5264915749263193,1.4349311575145547,1.4641463601729,1.4249357671274434,1.5313681758880027,1.397887893986666,1.3076903405051699,1.3577382952236074,1.3563745549161383
2024/01/17/11:00,1.3463587157275565,1.5264915749263193,1.4349311575145547,1.4641463601729,1.4249357671274434,1.5313681758880027,1.397887893986666,1.3076903405051699,1.3577382952236074,1.3563745549161383
2024/01/17/12:00,1.3463587157275565,1.5264915749263193,1.4349311575145547,1.4641463601729,1.4249357671274434,1.5313681758880027,1.397887893986666,1.3076903405051699,1.3577382952236074,1.3563745549161383
2024/01/17/13:00,1.3463587157275565,1.5264915749263193,1.4349311575145547,1.4641463601729,1.4249357671274434,1.5313681758880027,1.397887893986666,1.3076903405051699,1.3577382952236074,1.3563745549161383
2024/01/17/14:00,1.3463587157275565,1.5264915749263193,1.4349311575145547,1.4641463601729,1.4249357671274434,1.5313681758880027,1.397887893986666,1.3076903405051699,1.3577382952236074,1.3563745549161383
2024/01/17/15:00,1.5339741646554925,1.579408642553687,1.6225466064424907,1.6517618091008361,1.6125512160553794,1.7189836248159387,1.4508049616140337,1.4222765465593035,1.3577382952236074,1.470960760970272
2024/01/18/09:00,1.5339741646554925,1.579408642553687,1.6225466064424907,1.6517618091008361,1.6125512160553794,1.7189836248159387,1.4508049616140337,1.4222765465593035,1.3577382952236074,1.470960760970272
2024/01/18/10:00,1.5339741646554925,1.579408642553687,1.6225466064424907,1.6517618091008361,1.6125512160553794,1.7189836248159387,1.4508049616140337,1.4222765465593035,1.3577382952236074,1.470960760970272
2024/01/18/11:00,1.5339741646554925,1.579408642553687,1.6225466064424907,1.6517618091008361,1.6125512160553794,1.7189836248159387,1.4508049616140337,1.4222765465593035,1.3577382952236074,1.470960760970272
2024/01/18/12:00,1.5339741646554925,1.579408642553687,1.6225466064424907,1.6105486941401224,1.6125512160553794,1.677770509855225,1.4508049616140337,1.4222765465593035,1.3577382952236074,1.470960760970272
2024/01/18/13:00,1.5339741646554925,1.579408642553687,1.6225466064424907,1.5612212188600973,1.6125512160553794,1.6284430345752,1.4508049616140337,1.4222765465593035,1.3577382952236074,1.470960760970272
2024/01/18/14:00,1.5339741646554925,1.579408642553687,1.6225466064424907,1.5612212188600973,1.6125512160553794,1.6284430345752,1.4508049616140337,1.4222765465593035,1.3577382952236074,1.470960760970272
2024/01/18/15:00,1.5008758968903158,1.54631037478851,1.5894483386773137,1.5200085907756091,1.5794529482902027,1.5872304064907117,1.417706693848857,1.3891782787941267,1.3577382952236074,1.4378624932050952
2024/01/19/09:00,1.5008758968903158,1.54631037478851,1.5894483386773137,1.5200085907756091,1.5794529482902027,1.5872304064907117,1.417706693848857,1.3891782787941267,1.3577382952236074,1.4378624932050952
2024/01/19/10:00,1.5008758968903158,1.54631037478851,1.5894483386773137,1.5200085907756091,1.5794529482902027,1.5872304064907117,1.417706693848857,1.3891782787941267,1.3577382952236074,1.4378624932050952
2024/01/19/11:00,1.5008758968903158,1.54631037478851,1.5894483386773137,1.5200085907756091,1.5794529482902027,1.5872304064907117,1.417706693848857,1.3891782787941267,1.3577382952236074,1.4501958794560033
2024/01/19/12:00,1.5008758968903158,1.54631037478851,1.5894483386773137,1.5200085907756091,1.5794529482902027,1.5872304064907117,1.417706693848857,1.3891782787941267,1.3577382952236074,1.4333175685573911
2024/01/19/13:00,1.5008758968903158,1.54631037478851,1.5660783447727629,1.5200085907756091,1.5885403956628972,1.5872304064907117,1.417706693848857,1.3891782787941267,1.3577382952236074,1.4131933187805654
2024/01/19/14:00,1.5008758968903158,1.54631037478851,1.5475769670597996,1.5200085907756091,1.5885403956628972,1.5872304064907117,1.417706693848857,1.3891782787941267,1.3577382952236074,1.4131933187805654
2024/01/19/15:00,1.5002255276283658,1.5586437610394184,1.5193377727121922,1.519358221513659,1.5976278430355917,1.5865800372287617,1.4170563245869068,1.3885279095321768,1.3577382952236074,1.42228076615326
2024/01/22/09:00,1.5002255276283658,1.5586437610394184,1.5193377727121922,1.519358221513659,1.5976278430355917,1.5865800372287617,1.4170563245869068,1.3885279095321768,1.3577382952236074,1.42228076615326
2024/01/22/10:00,1.5002255276283658,1.5586437610394184,1.5193377727121922,1.519358221513659,1.5976278430355917,1.5865800372287617,1.4170563245869068,1.3885279095321768,1.3577382952236074,1.42228076615326
2024/01/22/11:00,1.5002255276283658,1.5586437610394184,1.5193377727121922,1.519358221513659,1.5976278430355917,1.5865800372287617,1.4170563245869068,1.3885279095321768,1.3577382952236074,1.42228076615326
2024/01/22/12:00,1.5002255276283658,1.5586437610394184,1.5193377727121922,1.519358221513659,1.5976278430355917,1.5865800372287617,1.4170563245869068,1.3885279095321768,1.3577382952236074,1.42228076615326
2024/01/22/13:00,1.5002255276283658,1.5586437610394184,1.5193377727121922,1.519358221513659,1.5976278430355917,1.5865800372287617,1.4170563245869068,1.3885279095321768,1.3577382952236074,1.42228076615326
2024/01/22/14:00,1.5002255276283658,1.5586437610394184,1.5193377727121922,1.519358221513659,1.5976278430355917,1.5865800372287617,1.4170563245869068,1.3885279095321768,1.3577382952236074,1.42228076615326
2024/01/22/15:00,1.4541306508179772,1.5125488842290298,1.4732428959018034,1.4732633447032704,1.551532966225203,1.5404851604183731,1.3709614477765182,1.3424330327217882,1.3116434184132189,1.3761858893428713
2024/01/23/09:00,1.4541306508179772,1.5125488842290298,1.4732428959018034,1.4732633447032704,1.551532966225203,1.5404851604183731,1.3709614477765182,1.3424330327217882,1.3116434184132189,1.3761858893428713
2024/01/23/10:00,1.4541306508179772,1.5125488842290298,1.4732428959018034,1.4732633447032704,1.551532966225203,1.5404851604183731,1.3709614477765182,1.3424330327217882,1.3116434184132189,1.3761858893428713
2024/01/23/11:00,1.4541306508179772,1.5125488842290298,1.4732428959018034,1.4732633447032704,1.551532966225203,1.5404851604183731,1.3709614477765182,1.3424330327217882,1.3116434184132189,1.3761858893428713
2024/01/23/12:00,1.4541306508179772,1.5125488842290298,1.4732428959018034,1.4732633447032704,1.551532966225203,1.5404851604183731,1.3709614477765182,1.3424330327217882,1.3116434184132189,1.3761858893428713
2024/01/23/13:00,1.4541306508179772,1.5125488842290298,1.4732428959018034,1.4732633447032704,1.551532966225203,1.5404851604183731,1.3709614477765182,1.3424330327217882,1.3116434184132189,1.3761858893428713
2024/01/23/14:00,1.4541306508179772,1.5125488842290298,1.4732428959018034,1.4732633447032704,1.551532966225203,1.5404851604183731,1.3709614477765182,1.3424330327217882,1.3116434184132189,1.3761858893428713
2024/01/23/15:00,1.5037878549070816,1.5622060883181343,1.522900099990908,1.5229205487923752,1.6011901703143077,1.5901423645074777,1.4206186518656228,1.3920902368108927,1.3320871725983898,1.425843093431976
2024/01/24/09:00,1.5037878549070816,1.5622060883181343,1.522900099990908,1.5229205487923752,1.6011901703143077,1.5901423645074777,1.4206186518656228,1.3920902368108927,1.3320871725983898,1.425843093431976
2024/01/24/10:00,1.5037878549070816,1.5622060883181343,1.522900099990908,1.4622231341655594,1.6011901703143077,1.529444949880662,1.4206186518656228,1.3920902368108927,1.3320871725983898,1.3651456788051601
2024/01/24/11:00,1.5037878549070816,1.5622060883181343,1.5709387165269337,1.4622231341655594,1.5518535417612442,1.529444949880662,1.4206186518656228,1.3920902368108927,1.3320871725983898,1.3531344260942129
2024/01/24/12:00,1.5037878549070816,1.5622060883181343,1.5709387165269337,1.4622231341655594,1.5518535417612442,1.529444949880662,1.4206186518656228,1.3920902368108927,1.3135840421310132,1.3531344260942129
2024/01/24/13:00,1.5037878549070816,1.5622060883181343,1.5589274638159865,1.4622231341655594,1.5518535417612442,1.529444949880662,1.4206186518656228,1.3920902368108927,1.3135840421310132,1.3411231733832656
2024/01/24/14:00,1.5037878549070816,1.5622060883181343,1.5589274638159865,1.4622231341655594,1.5518535417612442,1.529444949880662,1.4206186518656228,1.3920902368108927,1.3135840421310132,1.3502092575025268
2024/01/24/15:00,1.5096281948986197,1.5680464283096724,1.5647678038075243,1.4680634741570973,1.5690546678265345,1.5352852898722,1.4264589918571609,1.3979305768024306,1.3129325043661222,1.3528034638653592
2024/01/25/09:00,1.5096281948986197,1.5680464283096724,1.5647678038075243,1.4680634741570973,1.5690546678265345,1.5352852898722,1.4264589918571609,1.3979305768024306,1.3129325043661222,1.3528034638653592
2024/01/25/10:00,1.5096281948986197,1.5680464283096724,1.5647678038075243,1.4680634741570973,1.5690546678265345,1.5352852898722,1.4264589918571609,1.3979305768024306,1.3129325043661222,1.3528034638653592
2024/01/25/11:00,1.5096281948986197,1.5680464283096724,1.5647678038075243,1.4680634741570973,1.5440604386046897,1.5352852898722,1.4264589918571609,1.3979305768024306,1.3129325043661222,1.3528034638653592
2024/01/25/12:00,1.5096281948986197,1.5680464283096724,1.5647678038075243,1.4680634741570973,1.515820270504631,1.5352852898722,1.4264589918571609,1.3696904087023722,1.3129325043661222,1.3528034638653592
2024/01/25/13:00,1.5096281948986197,1.5680464283096724,1.5138060635599633,1.4680634741570973,1.515820270504631,1.5086666305825729,1.4264589918571609,1.3696904087023722,1.3129325043661222,1.3196933163202815
2024/01/25/14:00,1.5096281948986197,1.5680464283096724,1.5138060635599633,1.4680634741570973,1.515820270504631,1.5086666305825729,1.4264589918571609,1.3696904087023722,1.3129325043661222,1.3196933163202815
2024/01/25/15:00,1.5316972555287804,1.590115488939833,1.5099076131644074,1.490132534787258,1.5346433922565783,1.5047681801870172,1.4485280524873216,1.3885135304543192,1.335001564996283,1.315794865924726
2024/01/26/09:00,1.5316972555287804,1.590115488939833,1.5099076131644074,1.490132534787258,1.5346433922565783,1.5047681801870172,1.4485280524873216,1.3885135304543192,1.335001564996283,1.315794865924726
2024/01/26/10:00,1.5316972555287804,1.590115488939833,1.5099076131644074,1.490132534787258,1.5346433922565783,1.5047681801870172,1.4485280524873216,1.3885135304543192,1.335001564996283,1.315794865924726
2024/01/26/11:00,1.5316972555287804,1.590115488939833,1.5099076131644074,1.490132534787258,1.5346433922565783,1.5047681801870172,1.4485280524873216,1.3885135304543192,1.335001564996283,1.315794865924726
2024/01/26/12:00,1.5316972555287804,1.590115488939833,1.5099076131644074,1.490132534787258,1.5346433922565783,1.5047681801870172,1.4485280524873216,1.3885135304543192,1.335001564996283,1.315794865924726
2024/01/26/13:00,1.5316972555287804,1.590115488939833,1.5099076131644074,1.490132534787258,1.5346433922565783,1.5047681801870172,1.4485280524873216,1.3885135304543192,1.335001564996283,1.315794865924726
2024/01/26/14:00,1.5316972555287804,1.590115488939833,1.5099076131644074,1.490132534787258,1.5346433922565783,1.5047681801870172,1.4485280524873216,1.3885135304543192,1.335001564996283,1.315794865924726
2024/01/26/15:00,1.5083227823629555,1.566741015774008,1.4865331399985824,1.4667580616214329,1.5112689190907531,1.4813937070211922,1.4251535793214964,1.365139057288494,1.3116270918304578,1.2924203927589009
2024/01/29/09:00,1.5083227823629555,1.566741015774008,1.4865331399985824,1.4667580616214329,1.5112689190907531,1.4813937070211922,1.4251535793214964,1.365139057288494,1.3116270918304578,1.2924203927589009
2024/01/29/10:00,1.5083227823629555,1.566741015774008,1.4865331399985824,1.4667580616214329,1.5112689190907531,1.4813937070211922,1.4251535793214964,1.2687275512292595,1.3116270918304578,1.2924203927589009
2024/01/29/11:00,1.5083227823629555,1.566741015774008,1.4865331399985824,1.4667580616214329,1.5112689190907531,1.4813937070211922,1.4251535793214964,1.2687275512292595,1.3116270918304578,1.2924203927589009
2024/01/29/12:00,1.5083227823629555,1.566741015774008,1.4865331399985824,1.4667580616214329,1.5112689190907531,1.4813937070211922,1.4251535793214964,1.2687275512292595,1.3116270918304578,1.2924203927589009
2024/01/29/13:00,1.5083227823629555,1.566741015774008,1.4865331399985824,1.4667580616214329,1.5112689190907531,1.4813937070211922,1.4251535793214964,1.2687275512292595,1.3116270918304578,1.2924203927589009
2024/01/29/14:00,1.5083227823629555,1.566741015774008,1.4865331399985824,1.5748341807483057,1.5112689190907531,1.4813937070211922,1.4251535793214964,1.2687275512292595,1.3116270918304578,1.2924203927589009
2024/01/29/15:00,1.5823185881487198,1.6407368215597726,1.560528945784347,1.6082537056762394,1.5852647248765177,1.5553895128069568,1.4991493851072613,1.2469681601076898,1.3856228976162224,1.3664161985446655
2024/01/30/09:00,1.5823185881487198,1.6407368215597726,1.560528945784347,1.6082537056762394,1.5852647248765177,1.5553895128069568,1.4991493851072613,1.2469681601076898,1.3856228976162224,1.3664161985446655
2024/01/30/10:00,1.5823185881487198,1.6407368215597726,1.560528945784347,1.5442957458844466,1.5852647248765177,1.5553895128069568,1.4991493851072613,1.2469681601076898,1.3856228976162224,1.3664161985446655
2024/01/30/11:00,1.5823185881487198,1.6407368215597726,1.560528945784347,1.5760929829999881,1.5521451319326665,1.5553895128069568,1.4991493851072613,1.2469681601076898,1.3856228976162224,1.3664161985446655
2024/01/30/12:00,1.5823185881487198,1.528092310351131,1.4478844345757054,1.5760929829999881,1.5521451319326665,1.4427450015983152,1.4991493851072613,1.134323648899048,1.3856228976162224,1.2537716873360236
