dates,model0,model1,model2,model3,model4,model5,model6,model7,model8,model9
2021/01/22/12:00,1.2710866719040275,1.0035685387766449,1.5075901222116257,1.166478026716441,0.9842978184723258,0.7982365147832342,0.8974119798696384,1.3804882661484452,0.6578530935370825,1.1649299424382686
2021/01/22/13:00,1.2710866719040275,1.0035685387766449,1.5075901222116257,1.166478026716441,0.9842978184723258,0.7982365147832342,0.8974119798696384,1.3804882661484452,0.6578530935370825,1.1649299424382686
2021/01/22/14:00,1.2710866719040275,0.8678708316474366,1.5075901222116257,1.166478026716441,0.9842978184723258,0.7982365147832342,0.8974119798696384,1.3804882661484452,0.6578530935370825,1.1649299424382686
2021/01/22/15:00,1.3679733625621324,0.8678708316474366,1.447874029439478,1.1067619339442933,0.9245817257001783,0.7385204220110867,0.8376958870974909,1.3207721733762976,0.7547397841951877,1.1052138496661212
2021/01/25/09:00,1.3679733625621324,0.8678708316474366,1.447874029439478,1.1067619339442933,0.9245817257001783,0.7385204220110867,0.8376958870974909,1.3207721733762976,0.7547397841951877,1.1052138496661212
2021/01/25/10:00,1.3679733625621324,0.8678708316474366,1.447874029439478,1.1067619339442933,0.9245817257001783,0.7385204220110867,0.8376958870974909,1.3207721733762976,0.7547397841951877,1.1052138496661212
2021/01/25/11:00,1.3679733625621324,0.8678708316474366,1.447874029439478,1.1067619339442933,0.9245817257001783,0.7385204220110867,0.8376958870974909,1.3207721733762976,0.7547397841951877,1.1052138496661212
2021/01/25/12:00,1.3679733625621324,0.8678708316474366,1.447874029439478,1.1067619339442933,0.9245817257001783,0.7385204220110867,0.8376958870974909,1.3207721733762976,0.7547397841951877,1.1052138496661212
2021/01/25/13:00,1.3679733625621324,0.8678708316474366,1.447874029439478,1.1067619339442933,0.9245817257001783,0.7385204220110867,0.8376958870974909,1.3207721733762976,0.7547397841951877,1.1052138496661212
2021/01/25/14:00,1.3679733625621324,0.8678708316474366,1.447874029439478,1.1067619339442933,0.9245817257001783,0.7385204220110867,0.8376958870974909,1.3207721733762976,0.7547397841951877,1.1052138496661212
2021/01/25/15:00,1.4152290065063373,0.9988578300496481,1.5788610278416897,1.237748932346505,1.0555687241023897,0.8695074204132982,0.9686828854997024,1.451759171778509,0.8019954281393924,1.2362008480683326
2021/01/26/09:00,1.4152290065063373,0.9988578300496481,1.5788610278416897,1.237748932346505,1.0555687241023897,0.8695074204132982,0.9686828854997024,1.451759171778509,0.8019954281393924,1.2362008480683326
2021/01/26/10:00,1.4152290065063373,0.9988578300496481,1.4431633207124814,1.1020512252172967,0.9198710169731814,0.73380971328409,0.9686828854997024,1.3160614646493007,0.6662977210101841,1.1005031409391244
2021/01/26/11:00,1.4152290065063373,0.9988578300496481,1.3880986907585249,1.1020512252172967,0.9198710169731814,0.6787450833301334,0.9686828854997024,1.2609968346953444,0.6662977210101841,1.1005031409391244
