dates,model0,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19
2021/01/07/09:00,0.837296311425502,0.8677783996158371,1.1043372072222675,1.1468864823996017,1.0178259037900457,0.8758034673112539,0.7074075489615967,0.8781764637814109,1.1028377033339536,1.1468864823996017,0.8276683191415419,1.1468864823996017,1.1468864823996017,0.89024365076841,1.1468864823996017,0.8789423962679487,0.9512027251039904,1.0571093406500216,0.9207257389587451,1.1396923421110845
2021/01/07/10:00,0.837296311425502,0.8677783996158371,1.1043372072222675,1.1468864823996017,1.0178259037900457,0.8758034673112539,0.7074075489615967,0.8781764637814109,1.1028377033339536,1.1468864823996017,0.8276683191415419,1.1468864823996017,1.1468864823996017,0.89024365076841,1.1468864823996017,0.8789423962679487,0.9512027251039904,1.0571093406500216,0.9207257389587451,1.1396923421110845
2021/01/07/11:00,0.837296311425502,0.8677783996158371,1.1043372072222675,1.1468864823996017,1.0178259037900457,0.8758034673112539,0.7074075489615967,0.8781764637814109,1.1028377033339536,1.1468864823996017,0.8276683191415419,1.1468864823996017,1.1468864823996017,0.89024365076841,1.1468864823996017,0.8789423962679487,0.9512027251039904,1.0571093406500216,0.9207257389587451,1.1396923421110845
2021/01/07/12:00,0.837296311425502,0.8677783996158371,1.1043372072222675,1.1468864823996017,1.0178259037900457,0.8758034673112539,0.7074075489615967,0.8781764637814109,1.1028377033339536,1.1468864823996017,0.8276683191415419,1.1468864823996017,1.1468864823996017,0.89024365076841,1.1468864823996017,0.8789423962679487,0.9512027251039904,1.0571093406500216,0.9207257389587451,1.1396923421110845
2021/01/07/13:00,0.837296311425502,0.8677783996158371,1.1043372072222675,1.1468864823996017,1.0178259037900457,0.8758034673112539,0.7074075489615967,0.8781764637814109,1.1028377033339536,1.1468864823996017,0.8276683191415419,1.1468864823996017,1.1468864823996017,0.89024365076841,1.1468864823996017,0.8789423962679487,0.9512027251039904,1.0571093406500216,0.9207257389587451,1.1396923421110845
2021/01/07/14:00,0.837296311425502,0.8677783996158371,1.1043372072222675,1.1468864823996017,1.0178259037900457,0.8758034673112539,0.7074075489615967,0.8781764637814109,1.1028377033339536,1.1468864823996017,0.8276683191415419,1.1468864823996017,1.1468864823996017,0.89024365076841,1.1468864823996017,0.8789423962679487,0.9512027251039904,1.0571093406500216,0.9207257389587451,1.1396923421110845
2021/01/07/15:00,0.8958686715281704,0.9263507597185056,1.1629095673249359,1.20545884250227,1.076398263892714,0.9343758274139223,0.7659799090642652,0.9367488238840793,1.161410063436622,1.20545884250227,0.8862406792442103,1.20545884250227,1.20545884250227,0.9488160108710784,1.20545884250227,0.9375147563706171,1.009775085206659,1.11568170075269,0.9792980990614135,1.198264702213753
2021/01/08/09:00,0.8958686715281704,0.9263507597185056,1.1629095673249359,1.20545884250227,1.076398263892714,0.9343758274139223,0.7659799090642652,0.9367488238840793,1.161410063436622,1.20545884250227,0.8862406792442103,1.20545884250227,1.20545884250227,0.9488160108710784,1.20545884250227,0.9375147563706171,1.009775085206659,1.11568170075269,0.9792980990614135,1.198264702213753
2021/01/08/10:00,0.8958686715281704,0.9263507597185056,1.1629095673249359,1.20545884250227,1.076398263892714,0.9343758274139223,0.7659799090642652,0.9367488238840793,1.161410063436622,1.20545884250227,0.8862406792442103,1.20545884250227,1.20545884250227,0.9488160108710784,1.20545884250227,0.9375147563706171,1.009775085206659,1.11568170075269,0.9792980990614135,1.198264702213753
2021/01/08/11:00,0.8958686715281704,0.9263507597185056,1.1629095673249359,1.20545884250227,1.076398263892714,0.9343758274139223,0.7659799090642652,0.9367488238840793,1.161410063436622,1.20545884250227,0.8862406792442103,1.20545884250227,1.20545884250227,0.9488160108710784,1.20545884250227,0.9375147563706171,1.009775085206659,1.11568170075269,0.9792980990614135,1.198264702213753
2021/01/08/12:00,0.8958686715281704,0.9263507597185056,1.1629095673249359,1.20545884250227,1.076398263892714,0.9343758274139223,0.7659799090642652,0.9367488238840793,1.161410063436622,1.20545884250227,0.8862406792442103,1.20545884250227,1.20545884250227,0.9488160108710784,1.20545884250227,0.9375147563706171,1.009775085206659,1.11568170075269,0.9792980990614135,1.198264702213753
2021/01/08/13:00,0.8958686715281704,0.9263507597185056,1.1629095673249359,1.20545884250227,1.076398263892714,0.9343758274139223,0.7659799090642652,0.9367488238840793,1.161410063436622,1.20545884250227,0.8862406792442103,1.20545884250227,1.20545884250227,0.9488160108710784,1.20545884250227,0.9375147563706171,1.009775085206659,1.11568170075269,0.9792980990614135,1.198264702213753
2021/01/08/14:00,0.8958686715281704,0.9263507597185056,1.1629095673249359,1.20545884250227,1.076398263892714,0.9343758274139223,0.7659799090642652,0.9367488238840793,1.161410063436622,1.20545884250227,0.8862406792442103,1.20545884250227,1.20545884250227,0.9488160108710784,1.20545884250227,0.9375147563706171,1.009775085206659,1.11568170075269,0.9792980990614135,1.198264702213753
2021/01/08/15:00,1.257649169915469,1.2881312581058042,1.5246900657122344,1.5672393408895686,1.4381787622800126,1.296156325801221,1.1277604074515637,1.2985293222713779,1.5231905618239205,1.5672393408895686,1.2480211776315089,1.5672393408895686,1.5672393408895686,1.310596509258377,1.5672393408895686,1.2992952547579157,1.3715555835939575,1.4774621991399886,1.341078597448712,1.5600452006010515
2021/01/11/09:00,1.257649169915469,1.2881312581058042,1.5246900657122344,1.5672393408895686,1.4381787622800126,1.296156325801221,1.1277604074515637,1.2985293222713779,1.5231905618239205,1.5672393408895686,1.2480211776315089,1.5672393408895686,1.5672393408895686,1.310596509258377,1.5672393408895686,1.2992952547579157,1.3715555835939575,1.4774621991399886,1.341078597448712,1.5600452006010515
2021/01/11/10:00,1.1140073154445,1.1444894036348352,1.3810482112412654,1.5672393408895686,1.2945369078090438,1.152514471330252,0.9841185529805948,1.2985293222713779,1.3795487073529518,1.4235974864185996,1.10437932316054,1.4235974864185996,1.4235974864185996,1.1669546547874081,1.4235974864185996,1.1556534002869467,1.3715555835939575,1.3338203446690198,1.1974367429777433,1.4164033461300827
2021/01/11/11:00,0.9719748353171941,1.0024569235075294,1.2390157311139596,1.4252068607622626,1.1525044276817378,1.0104819912029461,0.8420860728532888,1.2985293222713779,1.2375162272256457,1.2815650062912938,0.9623468430332341,1.2815650062912938,1.2815650062912938,1.024922174660102,1.2815650062912938,1.013620920159641,1.3715555835939575,1.1917878645417137,1.0554042628504372,1.4164033461300827
2021/01/11/12:00,0.8299496713300223,0.8604317595203574,1.0969905671267877,1.2831816967750909,1.010479263694566,0.8684568272157742,0.7000609088661169,1.156504158284206,1.0954910632384738,1.1395398423041219,0.8203216790460622,1.1395398423041219,1.1395398423041219,0.8828970106729302,1.1395398423041219,0.871595756172469,1.2295304196067856,1.0497627005545418,0.9133790988632654,1.2743781821429108
2021/01/11/13:00,0.6895366733715644,0.7200187615618996,0.9565775691683298,1.142768698816633,1.010479263694566,0.7280438292573164,0.5596479109076591,1.016091160325748,0.955078065280016,1.1395398423041219,0.6799086810876044,1.1395398423041219,0.9991268443456641,0.7424840127144725,0.9991268443456641,0.7311827582140111,1.0891174216483277,0.909349702596084,0.9133790988632654,1.133965184184453
2021/01/11/14:00,0.6895366733715644,0.7200187615618996,0.9565775691683298,1.142768698816633,1.010479263694566,0.7280438292573164,0.5596479109076591,1.016091160325748,0.8162703985351472,1.1395398423041219,0.6799086810876044,1.1395398423041219,0.9991268443456641,0.7424840127144725,0.9991268443456641,0.7311827582140111,1.0891174216483277,0.909349702596084,0.9133790988632654,1.133965184184453
2021/01/11/15:00,0.7897851690413973,0.8202672572317324,1.0568260648381627,1.2430171944864659,1.110727759364399,0.8282923249271492,0.659896406577492,1.1163396559955812,0.8162703985351472,1.239788337973955,0.7801571767574373,1.239788337973955,1.099375340015497,0.8427325083843054,1.099375340015497,0.8314312538838441,1.1893659173181605,1.009598198265917,1.0136275945330984,1.2342136798542858
2021/01/12/09:00,0.7897851690413973,0.8202672572317324,1.0568260648381627,1.2430171944864659,1.110727759364399,0.8282923249271492,0.659896406577492,1.1163396559955812,0.8162703985351472,1.239788337973955,0.7801571767574373,1.239788337973955,1.099375340015497,0.8427325083843054,1.099375340015497,0.8314312538838441,1.1893659173181605,1.009598198265917,1.0136275945330984,1.2342136798542858
2021/01/12/10:00,0.7897851690413973,0.8202672572317324,1.0568260648381627,1.2430171944864659,1.110727759364399,0.8282923249271492,0.659896406577492,1.1163396559955812,0.8162703985351472,1.239788337973955,0.7801571767574373,1.239788337973955,1.099375340015497,0.8427325083843054,1.099375340015497,0.8314312538838441,1.1893659173181605,1.009598198265917,1.0136275945330984,1.2342136798542858
2021/01/12/11:00,0.7897851690413973,0.8202672572317324,1.0568260648381627,1.2430171944864659,1.110727759364399,0.8282923249271492,0.659896406577492,1.1163396559955812,0.8162703985351472,1.239788337973955,0.7801571767574373,1.239788337973955,1.099375340015497,0.8427325083843054,1.099375340015497,0.8314312538838441,1.1893659173181605,1.009598198265917,0.9518358279322602,1.2342136798542858
2021/01/12/12:00,0.6509876582542145,0.6814697464445496,0.9180285540509799,1.104219683699283,0.9719302485772161,0.6894948141399664,0.5210988957903092,0.9775421452083982,0.8162703985351472,1.100990827186772,0.6413596659702545,1.100990827186772,0.9605778292283143,0.7039349975971225,0.9605776366983106,0.6926337430966611,1.0505684065309777,0.8708006874787341,0.9518358279322602,1.0954161690671032
2021/01/12/13:00,0.5138043350607828,0.544286423251118,0.9180285540509799,0.9670363605058514,0.9719302485772161,0.5523114909465348,0.3839155725968775,0.9775421452083982,0.8162703985351472,1.100990827186772,0.5041763427768228,1.100990827186772,0.9605778292283143,0.7039349975971225,0.9605776366983106,0.5554504199032295,0.9133850833375461,0.7336173642853023,0.9518358279322602,1.0954161690671032
2021/01/12/14:00,0.5138043350607828,0.544286423251118,0.9180285540509799,0.9670363605058514,0.9719302485772161,0.5523114909465348,0.3839155725968775,0.9775421452083982,0.8162703985351472,1.100990827186772,0.5041763427768228,1.100990827186772,0.8249961791784043,0.7039349975971225,0.8683131677448075,0.5554504199032295,0.9133850833375461,0.7336173642853023,1.061721797988725,1.0954161690671032
2021/01/12/15:00,0.6461514650072437,0.6766335531975789,1.2108221668547345,1.259829973309606,0.74649519885216,0.8451051037502894,0.6767091854006322,0.7521070954833421,0.8475343189814786,1.233337957133233,0.7969699555805774,1.233337957133233,0.9573433091248652,0.4784999478720664,1.0006602976912686,0.8482440327069842,1.2061786961413008,1.026410977089057,1.1940689279351862,0.8699811193420469
2021/01/13/09:00,0.6461514650072437,0.6766335531975789,1.2108221668547345,1.259829973309606,0.74649519885216,0.8451051037502894,0.6767091854006322,0.7521070954833421,0.8475343189814786,1.233337957133233,0.7969699555805774,1.233337957133233,0.9573433091248652,0.4784999478720664,1.0006602976912686,0.8482440327069842,1.2061786961413008,1.026410977089057,1.1940689279351862,0.8699811193420469
2021/01/13/10:00,0.6461514650072437,0.6766335531975789,1.2108221668547345,1.259829973309606,0.74649519885216,0.8451051037502894,0.6767091854006322,0.7521070954833421,0.8475343189814786,1.233337957133233,0.7969699555805774,1.233337957133233,0.8762998898811865,0.4784999478720664,1.0006602976912686,0.8482440327069842,1.2061786961413008,1.026410977089057,1.1940689279351862,0.8699811193420469
2021/01/13/11:00,0.6461514650072437,0.6766335531975789,1.2108221668547345,1.259829973309606,0.7729461098727803,0.8451051037502894,0.6767091854006322,0.7521070954833421,0.8475343189814786,1.233337957133233,0.7969699555805774,1.233337957133233,0.8225323727232482,0.5049508588926868,0.9468927805333304,0.8482440327069842,1.2061786961413008,1.026410977089057,1.1940689279351862,0.841881862696216
2021/01/13/12:00,0.6461514650072437,0.6766335531975789,1.2108221668547345,1.259829973309606,0.7729461098727803,0.8451051037502894,0.6767091854006322,0.7521070954833421,0.8475343189814786,1.233337957133233,0.7969699555805774,1.233337957133233,0.8225323727232482,0.5049508588926868,0.9468927805333304,0.8482440327069842,1.2061786961413008,1.026410977089057,1.05526414914037,0.7030754955288709
2021/01/13/13:00,0.6461514650072437,0.6766335531975789,1.2108221668547345,1.259829973309606,0.7729461098727803,0.8451051037502894,0.6767091854006322,0.7521070954833421,0.7087259302490962,1.233337957133233,0.7969699555805774,1.233337957133233,0.8225323727232482,0.5049508588926868,0.9468927805333304,0.8482440327069842,1.2061786961413008,1.026410977089057,1.05526414914037,0.7030754955288709
2021/01/13/14:00,0.6461514650072437,0.6766335531975789,1.2108221668547345,1.259829973309606,0.8459237092369644,0.8451051037502894,0.6767091854006322,0.7521070954833421,0.6356972302131427,1.233337957133233,0.7969699555805774,1.233337957133233,0.8225323727232482,0.5049508588926868,0.9468927805333304,0.8482440327069842,1.2061786961413008,1.026410977089057,1.05526414914037,0.7030754955288709
2021/01/13/15:00,0.6806242188457201,0.7111063070360553,1.2180190186074702,1.2670268250623415,0.883603082372543,0.8523019555030249,0.7111819392391083,0.7593039472360777,0.6733766033487214,1.2710173302688117,0.804166807333313,1.2405348088859687,0.8570051265617245,0.539423612731163,0.9813655343718066,0.8554408844597198,1.2133755478940362,1.0336078288417927,0.9838422242930321,0.6316535706815329
2021/01/14/09:00,0.6806242188457201,0.7111063070360553,1.2180190186074702,1.2670268250623415,0.883603082372543,0.8523019555030249,0.7111819392391083,0.7593039472360777,0.6733766033487214,1.2710173302688117,0.804166807333313,1.2405348088859687,0.8570051265617245,0.539423612731163,0.9813655343718066,0.8554408844597198,1.2133755478940362,1.0336078288417927,0.9838422242930321,0.6316535706815329
2021/01/14/10:00,0.6806242188457201,0.7111063070360553,1.2180190186074702,1.2670268250623415,0.883603082372543,0.8523019555030249,0.7111819392391083,0.7593039472360777,0.6757582315807036,1.2710173302688117,0.804166807333313,1.2429164371179509,0.8570051265617245,0.539423612731163,0.9813655343718066,0.8554408844597198,1.2133755478940362,1.0336078288417927,0.9798061857407282,0.6316535706815329
2021/01/14/11:00,0.6806242188457201,0.7111063070360553,1.2180190186074702,1.2469461382243083,0.883603082372543,0.8523019555030249,0.7111819392391083,0.7593039472360777,0.6757582315807036,1.2710173302688117,0.804166807333313,1.2260444874070588,0.8369244397236912,0.5193429258931297,0.9612848475337734,0.8554408844597198,1.2133755478940362,1.0336078288417927,0.9798061857407282,0.6115728838434997
2021/01/14/12:00,0.6806242188457201,0.7111063070360553,1.2180190186074702,1.2469461382243083,0.883603082372543,0.8523019555030249,0.7111819392391083,0.7593039472360777,0.6757582315807036,1.2710173302688117,0.8129659098195795,1.2260444874070588,0.8264699642670836,0.5193429258931297,0.9612848475337734,0.8554408844597198,1.2133755478940362,1.0336078288417927,0.9798061857407282,0.6011184083868921
2021/01/14/13:00,0.6806242188457201,0.7111063070360553,1.2180190186074702,1.2469461382243083,0.883603082372543,0.8523019555030249,0.7111819392391083,0.7593039472360777,0.6757582315807036,1.2710173302688117,0.8129659098195795,1.2260444874070588,0.8264699642670836,0.4992622390550966,0.9612848475337734,0.8514048459074159,1.2133755478940362,1.0336078288417927,0.9798061857407282,0.6011184083868921
2021/01/14/14:00,0.6806242188457201,0.7111063070360553,1.2204004543094507,1.2469461382243083,0.8763581141630926,0.8523019555030249,0.7111819392391083,0.7593039472360777,0.6717220004983944,1.2710173302688117,0.8129659098195795,1.2260444874070588,0.8264699642670836,0.49201727084564606,0.9612848475337734,0.8441598776979655,1.2133755478940362,1.0336078288417927,0.9798061857407282,0.6011184083868921
2021/01/14/15:00,0.6974451641498425,0.7279272523401776,1.208341706554275,1.2445135055855567,0.8867612001529236,0.8691229008071473,0.7111819392391083,0.7568713145973259,0.6821250864882255,1.255749845386493,0.8041158991915451,1.223611854768307,0.8176199536390493,0.502420356835477,0.9588522148950216,0.8545629636877965,1.204525537266002,1.0472198444887701,0.9934182013877059,0.5922683977588579
2021/01/15/09:00,0.6974451641498425,0.7279272523401776,1.208341706554275,1.2445135055855567,0.8867612001529236,0.8691229008071473,0.7111819392391083,0.7568713145973259,0.6821250864882255,1.255749845386493,0.8041158991915451,1.223611854768307,0.8176199536390493,0.502420356835477,0.9588522148950216,0.8545629636877965,1.204525537266002,1.0472198444887701,0.9934182013877059,0.5922683977588579
2021/01/15/10:00,0.5586487122776791,0.7279272523401776,1.208341706554275,1.2445135055855567,0.8867612001529236,0.7303264489349839,0.7111819392391083,0.7568713145973259,0.6821250864882255,1.255749845386493,0.9894116199259371,1.223611854768307,0.8176199536390493,0.502420356835477,0.9588522148950216,0.8545629636877965,1.204525537266002,0.9084233926166068,0.9934182013877059,0.5922683977588579
2021/01/15/11:00,0.5586487122776791,0.7279272523401776,1.208341706554275,1.2445135055855567,0.8867612001529236,0.7303264489349839,0.7111819392391083,0.7568713145973259,0.6821250864882255,1.255749845386493,0.9894116199259371,1.223611854768307,0.8176199536390493,0.5834258637126282,0.9588522148950216,0.8545629636877965,1.204525537266002,0.9084233926166068,0.9934182013877059,0.5922683977588579
2021/01/15/12:00,0.4214614903516759,0.7279272523401776,1.208341706554275,1.2445135055855567,0.8867612001529236,0.7303264489349839,0.7111819392391083,0.6196840926713227,0.5449378645622223,1.176318495906527,1.0142704843032118,1.223611854768307,0.8176199536390493,0.503994514232662,0.9588522148950216,0.8545629636877965,1.204525537266002,0.9084233926166068,0.9934182013877059,0.5922683977588579
2021/01/15/13:00,0.4214614903516759,0.7279272523401776,1.208341706554275,1.2445135055855567,0.8867612001529236,0.7303264489349839,0.7111819392391083,0.6196840926713227,0.5449378645622223,1.176318495906527,1.032711489366195,1.223611854768307,0.8176199536390493,0.503994514232662,0.9588522148950216,0.8545629636877965,1.204525537266002,0.9084233926166068,0.9934182013877059,0.5922683977588579
2021/01/15/14:00,0.4214614903516759,0.7279272523401776,1.208341706554275,1.2445135055855567,0.8867612001529236,0.7303264489349839,0.7111819392391083,0.6196840926713227,0.5449378645622223,1.176318495906527,1.030295703102752,1.404094181016981,0.8176199536390493,0.503994514232662,0.9588522148950216,0.8545629636877965,1.204525537266002,0.9084233926166068,1.1739005276363796,0.5922683977588579
2021/01/15/15:00,0.50568555338615,0.9725881717317689,1.4530026259458664,1.489174424977148,1.1314221195445149,0.6701537794429855,0.6510092697471099,0.6196840926713227,0.5449378645622223,1.2605425589410009,1.0936629748107998,1.3391081170392642,1.0622808730306406,0.588218577267136,1.203513134286613,1.099223883079388,1.1443528677740034,0.8482507231246083,1.108914463658663,0.8369293171504492
2021/01/18/09:00,0.50568555338615,0.9725881717317689,1.4530026259458664,1.489174424977148,1.1314221195445149,0.6701537794429855,0.6510092697471099,0.6196840926713227,0.5449378645622223,1.2605425589410009,1.0936629748107998,1.3391081170392642,1.0622808730306406,0.588218577267136,1.203513134286613,1.099223883079388,1.1443528677740034,0.8482507231246083,1.108914463658663,0.8369293171504492
2021/01/18/10:00,0.50568555338615,0.9725881717317689,1.4530026259458664,1.489174424977148,1.1314221195445149,0.6701537794429855,0.6510092697471099,0.6196840926713227,0.5449378645622223,1.2605425589410009,1.0936629748107998,1.3391081170392642,1.0622808730306406,0.588218577267136,1.203513134286613,1.099223883079388,1.1443528677740034,0.8482507231246083,1.108914463658663,0.8369293171504492
2021/01/18/11:00,0.50568555338615,0.9725881717317689,1.4530026259458664,1.489174424977148,1.1314221195445149,0.6701537794429855,0.6510092697471099,0.6196840926713227,0.5449378645622223,1.2605425589410009,1.0936629748107998,1.3391081170392642,1.0622808730306406,0.588218577267136,1.203513134286613,1.099223883079388,1.1443528677740034,0.8482507231246083,1.108914463658663,0.8369293171504492
2021/01/18/12:00,0.50568555338615,0.9725881717317689,1.4530026259458664,1.489174424977148,1.1314221195445149,0.6701537794429855,0.6510092697471099,0.6196840926713227,0.5449378645622223,1.2605425589410009,1.0936629748107998,1.3391081170392642,1.0622808730306406,0.588218577267136,1.203513134286613,1.099223883079388,1.1443528677740034,0.8482507231246083,1.108914463658663,0.8369293171504492
2021/01/18/13:00,0.50568555338615,0.9725881717317689,1.4530026259458664,1.489174424977148,1.1314221195445149,0.6701537794429855,0.6510092697471099,0.6196840926713227,0.5449378645622223,1.2605425589410009,1.0936629748107998,1.3391081170392642,1.0622808730306406,0.588218577267136,1.203513134286613,1.099223883079388,1.1443528677740034,0.8482507231246083,1.108914463658663,0.8369293171504492
2021/01/18/14:00,0.50568555338615,0.9725881717317689,1.4530026259458664,1.489174424977148,1.1314221195445149,0.6701537794429855,0.6510092697471099,0.6196840926713227,0.5449378645622223,1.2605425589410009,1.0936629748107998,1.3391081170392642,1.0622808730306406,0.588218577267136,1.203513134286613,1.099223883079388,1.1443528677740034,0.8482507231246083,1.108914463658663,0.8369293171504492
2021/01/18/15:00,0.7776405689488135,1.2204776588408648,1.72495764150853,1.7370639120862439,1.4033771351071787,0.942108795005649,0.8988987568562059,0.7793333087840043,0.8168928801248858,1.5324975745036644,1.3415524619198957,1.6110631326019278,1.3342358885933043,0.8601735928297995,1.4754681498492765,1.3711788986420514,1.3922423548830993,1.120205738687272,1.3808694792213267,1.1088843327131128
