dates,model0,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19
2021/01/05/13:00,0.9754161448149153,1.0,0.9754161448149153,0.9977204829282472,1.0,0.9653711451166039,0.8098481956098054,1.040854073310275,1.040854073310275,0.8507022689200802,1.0,0.9145996559266104,0.8737455826163356,1.040854073310275,1.040854073310275,1.040854073310275,1.0,0.9461458565271688,1.040854073310275,1.040854073310275
2021/01/05/14:00,0.8514361608685997,0.8914230277693448,0.8514361608685997,0.8876030616384794,1.0,0.8413902830879821,0.6858682116634898,1.040854073310275,1.040854073310275,0.7267222849737645,1.0,0.9145996559266104,0.8737455826163356,1.040854073310275,1.040854073310275,1.040854073310275,0.8914230277693448,0.8221658725808532,1.040854073310275,1.040854073310275
2021/01/05/15:00,0.9200108304358646,0.9599976973366097,0.9200108304358646,0.9561777312057442,1.17641257378528,0.909964952655247,0.7544428812307545,1.2172666470955547,1.2172666470955547,0.7952969545410293,1.17641257378528,1.0925527712007195,1.0516986978904448,1.2172666470955547,1.2172666470955547,1.2172666470955547,0.9599976973366097,0.890740542148118,1.2172666470955547,1.2172666470955547
2021/01/06/09:00,0.9200108304358646,0.9599976973366097,0.9200108304358646,0.9561777312057442,1.17641257378528,0.909964952655247,0.7544428812307545,1.2172666470955547,1.2172666470955547,0.7952969545410293,1.17641257378528,1.0925527712007195,1.0516986978904448,1.2172666470955547,1.2172666470955547,1.2172666470955547,0.9599976973366097,0.890740542148118,1.2172666470955547,1.2172666470955547
2021/01/06/10:00,0.9200108304358646,0.9599976973366097,0.9200108304358646,0.9561777312057442,1.17641257378528,0.909964952655247,0.7544428812307545,1.2172666470955547,1.2172666470955547,0.7952969545410293,1.17641257378528,1.0925527712007195,1.0516986978904448,1.2172666470955547,1.2172666470955547,1.2172666470955547,0.9599976973366097,0.890740542148118,1.2172666470955547,1.2172666470955547
2021/01/06/11:00,0.9200108304358646,0.9599976973366097,0.9200108304358646,0.9561777312057442,1.17641257378528,0.909964952655247,0.7544428812307545,1.2172666470955547,1.2172666470955547,0.7952969545410293,1.17641257378528,1.0925527712007195,1.0516986978904448,1.2172666470955547,1.2172666470955547,1.2172666470955547,0.9599976973366097,0.890740542148118,1.2172666470955547,1.2172666470955547
2021/01/06/12:00,0.9200108304358646,0.9599976973366097,0.9200108304358646,0.9561777312057442,1.17641257378528,0.909964952655247,0.7544428812307545,1.2172666470955547,1.2172666470955547,0.7952969545410293,1.17641257378528,1.0925527712007195,1.0516986978904448,1.2172666470955547,1.2172666470955547,1.2172666470955547,0.9599976973366097,0.890740542148118,1.2172666470955547,1.2172666470955547
2021/01/06/13:00,0.9200108304358646,0.9599976973366097,0.9200108304358646,0.9561777312057442,1.17641257378528,0.909964952655247,0.7544428812307545,1.2172666470955547,1.2172666470955547,0.7952969545410293,1.17641257378528,1.0925527712007195,1.0516986978904448,1.2172666470955547,1.2172666470955547,1.2172666470955547,0.9599976973366097,0.890740542148118,1.2172666470955547,1.2172666470955547
2021/01/06/14:00,0.9200108304358646,0.9599976973366097,0.9200108304358646,0.9561777312057442,1.1125048346505086,0.909964952655247,0.7544428812307545,1.2172666470955547,1.1749264888043878,0.7952969545410293,1.17641257378528,1.0925527712007195,1.0516986978904448,1.1379534930724955,1.2172666470955547,1.1887913622038464,0.9599976973366097,0.890740542148118,1.2172666470955547,1.2172666470955547
2021/01/06/15:00,0.843778574531029,0.883765441431774,0.89461644366238,0.9307833444322596,1.1086782135800612,0.8337326967504114,0.7290484944572699,1.141034391190719,1.1710998677339404,0.7699025677675447,1.1510181870117953,1.0163205152958839,1.02630431111696,1.134126872002048,1.141034391190719,1.1849647411333992,0.883765441431774,0.8514812819751747,1.1564398060790069,1.141034391190719
2021/01/07/09:00,0.843778574531029,0.883765441431774,0.89461644366238,0.9307833444322596,1.1086782135800612,0.8337326967504114,0.7290484944572699,1.141034391190719,1.1710998677339404,0.7699025677675447,1.1510181870117953,1.0163205152958839,1.02630431111696,1.134126872002048,1.141034391190719,1.1849647411333992,0.883765441431774,0.8514812819751747,1.1564398060790069,1.141034391190719
2021/01/07/10:00,0.843778574531029,0.883765441431774,0.89461644366238,0.9307833444322596,1.1086782135800612,0.8337326967504114,0.7290484944572699,1.141034391190719,1.1710998677339404,0.7699025677675447,1.1510181870117953,1.0163205152958839,1.02630431111696,1.134126872002048,1.141034391190719,1.1849647411333992,0.883765441431774,0.8514812819751747,1.1564398060790069,1.141034391190719
2021/01/07/11:00,0.843778574531029,0.883765441431774,0.89461644366238,0.9307833444322596,1.1086782135800612,0.8337326967504114,0.7290484944572699,1.141034391190719,1.1710998677339404,0.7699025677675447,1.1510181870117953,1.0163205152958839,1.02630431111696,1.134126872002048,1.141034391190719,1.1849647411333992,0.883765441431774,0.8514812819751747,1.1564398060790069,1.141034391190719
2021/01/07/12:00,0.843778574531029,0.883765441431774,0.89461644366238,0.9307833444322596,1.1086782135800612,0.8337326967504114,0.7290484944572699,1.141034391190719,1.1710998677339404,0.7699025677675447,1.1510181870117953,1.0163205152958839,1.02630431111696,1.134126872002048,1.141034391190719,1.1849647411333992,0.883765441431774,0.8514812819751747,1.1564398060790069,1.141034391190719
2021/01/07/13:00,0.843778574531029,0.883765441431774,0.89461644366238,0.9307833444322596,1.1086782135800612,0.8337326967504114,0.7290484944572699,1.141034391190719,1.1710998677339404,0.7699025677675447,1.1510181870117953,1.0163205152958839,1.02630431111696,1.134126872002048,1.141034391190719,1.1849647411333992,0.883765441431774,0.8514812819751747,1.1564398060790069,1.141034391190719
2021/01/07/14:00,0.843778574531029,0.883765441431774,0.89461644366238,0.9307833444322596,1.1086782135800612,0.8337326967504114,0.7290484944572699,1.141034391190719,1.1710998677339404,0.7699025677675447,1.1510181870117953,1.0163205152958839,1.02630431111696,1.134126872002048,1.141034391190719,1.1849647411333992,0.883765441431774,0.8514812819751747,1.1564398060790069,1.141034391190719
2021/01/07/15:00,0.9000173584731095,0.9400042253738546,0.9508552276044605,0.9870221283743401,1.1649169975221416,0.8899714806924919,0.7852872783993505,1.1972731751327996,1.227338651676021,0.8261413517096252,1.2072569709538759,1.0725592992379644,1.0825430950590407,1.1903656559441287,1.1972731751327996,1.2412035250754796,0.9400042253738546,0.9077200659172552,1.2126785900210875,1.1972731751327996
2021/01/08/09:00,0.9000173584731095,0.9400042253738546,0.9508552276044605,0.9870221283743401,1.1649169975221416,0.8899714806924919,0.7852872783993505,1.1972731751327996,1.227338651676021,0.8261413517096252,1.2072569709538759,1.0725592992379644,1.0825430950590407,1.1903656559441287,1.1972731751327996,1.2412035250754796,0.9400042253738546,0.9077200659172552,1.2126785900210875,1.1972731751327996
2021/01/08/10:00,0.9000173584731095,0.9400042253738546,0.9508552276044605,0.9870221283743401,1.1649169975221416,0.8899714806924919,0.7852872783993505,1.1972731751327996,1.227338651676021,0.8261413517096252,1.2072569709538759,1.0725592992379644,1.0825430950590407,1.1903656559441287,1.1972731751327996,1.2412035250754796,0.9400042253738546,0.9077200659172552,1.2126785900210875,1.1972731751327996
2021/01/08/11:00,0.9000173584731095,0.9400042253738546,0.9508552276044605,0.9870221283743401,1.1649169975221416,0.8899714806924919,0.7852872783993505,1.1972731751327996,1.227338651676021,0.8261413517096252,1.2072569709538759,1.0725592992379644,1.0825430950590407,1.1903656559441287,1.1972731751327996,1.2412035250754796,0.9400042253738546,0.9077200659172552,1.2126785900210875,1.1972731751327996
2021/01/08/12:00,0.9000173584731095,0.9400042253738546,0.9508552276044605,0.9870221283743401,1.1649169975221416,0.8899714806924919,0.7852872783993505,1.1972731751327996,1.227338651676021,0.8261413517096252,1.2072569709538759,1.0725592992379644,1.0825430950590407,1.1903656559441287,1.1972731751327996,1.2412035250754796,0.9400042253738546,0.9077200659172552,1.2126785900210875,1.1972731751327996
2021/01/08/13:00,0.9000173584731095,0.9400042253738546,0.9508552276044605,0.9870221283743401,1.1649169975221416,0.8899714806924919,0.7852872783993505,1.1972731751327996,1.227338651676021,0.8261413517096252,1.2072569709538759,1.0725592992379644,1.0825430950590407,1.1903656559441287,1.1972731751327996,1.2412035250754796,0.9400042253738546,0.9077200659172552,1.2126785900210875,1.1972731751327996
2021/01/08/14:00,0.9000173584731095,0.9400042253738546,0.9508552276044605,0.9870221283743401,1.1649169975221416,0.8899714806924919,0.7852872783993505,1.1972731751327996,1.227338651676021,0.8261413517096252,1.2072569709538759,1.0725592992379644,1.0825430950590407,1.1903656559441287,1.1972731751327996,1.2412035250754796,0.9400042253738546,0.9077200659172552,1.2126785900210875,1.1972731751327996
2021/01/08/15:00,1.2473841923790316,1.287371059279777,1.2982220615103828,1.3343889622802623,1.4629865037855438,1.2373383145984143,1.0833567846627525,1.544640009038722,1.5747054855819433,1.1735081856155476,1.5053264772172779,1.4199261331438866,1.3806126013224427,1.5377324898500508,1.544640009038722,1.588570358981402,1.287371059279777,1.2550868998231774,1.5600454239270098,1.544640009038722
2021/01/11/09:00,1.2473841923790316,1.287371059279777,1.2982220615103828,1.3343889622802623,1.4629865037855438,1.2373383145984143,1.0833567846627525,1.544640009038722,1.5747054855819433,1.1735081856155476,1.5053264772172779,1.4199261331438866,1.3806126013224427,1.5377324898500508,1.544640009038722,1.588570358981402,1.287371059279777,1.2550868998231774,1.5600454239270098,1.544640009038722
2021/01/11/10:00,1.2473841923790316,1.1494520270865605,1.1603030293171663,1.196469930087046,1.3250674715923272,1.0994192824051978,1.0833567846627525,1.4067209768455056,1.4367864533887267,1.0355891534223312,1.3674074450240614,1.4199261331438866,1.2426935691292262,1.3998134576568346,1.4067209768455056,1.4506513267881855,1.1494520270865605,1.117167867629961,1.4221263917337934,1.544640009038722
2021/01/11/11:00,1.1110104155901825,1.0130782502977111,1.023929252528317,1.0600961532981967,1.188693694803478,0.9630455056163485,0.9469830078739032,1.2703472000566562,1.3004126765998776,0.8992153766334818,1.231033668235212,1.2835523563550373,1.106319792340377,1.2634396808679853,1.2703472000566562,1.3142775499993362,1.1494520270865605,0.9807940908411117,1.4221263917337934,1.4082662322498727
2021/01/11/12:00,0.9746436634597825,0.8767114981673112,0.8875625003979171,0.9237294011677967,1.188693694803478,0.8266787534859485,0.8106162557435033,1.1339804479262563,1.1640459244694776,0.7628486245030819,1.0946669161048121,1.1471856042246373,0.969953040209977,1.1270729287375854,1.2703472000566562,1.1779107978689363,1.1494520270865605,0.8444273387107117,1.2857596396033935,1.2718994801194727
2021/01/11/13:00,0.8398248471955264,0.8767114981673112,0.752743684133661,0.7889105849035406,1.188693694803478,0.6918599372216924,0.6757974394792471,0.9991616316620001,1.0292271082052213,0.6280298082388257,0.9598480998405561,1.0123667879603813,0.8351342239457209,0.9922541124733292,1.1355283837924002,1.0430919816046802,1.0146332108223044,0.7096085224464557,1.1509408233391374,1.1370806638552167
2021/01/11/14:00,0.8398248471955264,0.8767114981673112,0.752743684133661,0.7889105849035406,1.188693694803478,0.6918599372216924,0.6757974394792471,0.9991616316620001,1.0292271082052213,0.6280298082388257,0.9598480998405561,1.0123667879603813,0.8351342239457209,0.9922541124733292,1.1355283837924002,1.0430919816046802,1.0146332108223044,0.7096085224464557,1.1509408233391374,1.1370806638552167
2021/01/11/15:00,0.9360793515148338,0.9729660024866187,0.8489981884529684,0.885165089222848,1.2849481991227854,0.7881144415409999,0.7720519437985545,1.0954161359813075,1.1254816125245288,0.7242843125581331,1.0561026041598636,1.1086212922796888,0.9313887282650283,1.0885086167926366,1.2317828881117077,1.1393464859239875,1.1108877151416117,0.805863026765763,1.2471953276584447,1.233335168174524
2021/01/12/09:00,0.9360793515148338,0.9729660024866187,0.8489981884529684,0.885165089222848,1.2849481991227854,0.7881144415409999,0.7720519437985545,1.0954161359813075,1.1254816125245288,0.7242843125581331,1.0561026041598636,1.1086212922796888,0.9313887282650283,1.0885086167926366,1.2317828881117077,1.1393464859239875,1.1108877151416117,0.805863026765763,1.2471953276584447,1.233335168174524
2021/01/12/10:00,0.9360793515148338,0.9729660024866187,0.8489981884529684,0.885165089222848,1.2849481991227854,0.7881144415409999,0.7720519437985545,1.0954161359813075,1.1254816125245288,0.7242843125581331,1.0561026041598636,1.1086212922796888,0.9313887282650283,1.0885086167926366,1.2317828881117077,1.1393464859239875,1.1108877151416117,0.805863026765763,1.2471953276584447,1.233335168174524
2021/01/12/11:00,0.9360793515148338,0.9729660024866187,0.8489981884529684,0.885165089222848,1.2849481991227854,0.7881144415409999,0.7720519437985545,1.0954161359813075,1.1254816125245288,0.7242843125581331,1.0561026041598636,1.1086212922796888,0.9313887282650283,1.0353408563940756,1.2317828881117077,1.1393464859239875,1.1108877151416117,0.805863026765763,1.2471953276584447,1.233335168174524
2021/01/12/12:00,0.8028116599419386,0.8396983109137235,0.7157304968800732,0.7518973976499528,1.2849481991227854,0.6548467499681047,0.6387842522256593,0.9621484444084124,0.9922139209516336,0.591016620985238,1.0561026041598636,0.9753536007067936,0.7981210366921331,1.0353408563940756,1.2317828881117077,1.0060787943510925,0.9776198387092837,1.0577189688260764,1.1139276360855495,1.100067476601629
2021/01/12/13:00,0.6710938452592325,0.8396983109137235,0.584012682197367,0.7518973976499528,1.2849481991227854,0.5231289352853985,0.6387842522256593,0.9621484444084124,0.8604961062689276,0.591016620985238,1.0561026041598636,0.9753536007067936,0.6664032220094269,1.0353408563940756,1.2317828881117077,0.8743609796683863,0.9776198387092837,0.9260011541433704,1.1139276360855495,1.100067476601629
2021/01/12/14:00,0.6710938452592325,0.8396983109137235,0.584012682197367,0.6217174439942987,1.2849481991227854,0.5231289352853985,0.6387842522256593,0.9621484444084124,0.8604961062689276,0.46083666732958395,1.0561026041598636,0.9753536007067936,0.6664032220094269,1.140848869344879,1.2317828881117077,0.8743609796683863,0.9776198387092837,0.9260011541433704,1.1139276360855495,1.100067476601629
2021/01/12/15:00,0.9522222939204871,0.9667726106920994,0.8651411308586217,0.7487917437726748,1.068494687052644,0.8042573839466531,0.42233074015551797,1.0892227441867883,1.1416245549301822,0.3321887516288471,0.839649092089722,0.7589000886366521,0.9475316706706816,1.267923169123255,1.5129113367729623,1.1554894283296409,1.2587482873705382,1.207129602804625,1.1139276360855495,1.3811959252628834
2021/01/13/09:00,0.9522222939204871,0.9667726106920994,0.8651411308586217,0.7487917437726748,1.068494687052644,0.8042573839466531,0.42233074015551797,1.0892227441867883,1.1416245549301822,0.3321887516288471,0.839649092089722,0.7589000886366521,0.9475316706706816,1.267923169123255,1.5129113367729623,1.1554894283296409,1.2587482873705382,1.207129602804625,1.1139276360855495,1.3811959252628834
2021/01/13/10:00,0.9522222939204871,0.9667726106920994,0.8651411308586217,0.7487917437726748,1.068494687052644,0.8042573839466531,0.42233074015551797,1.0892227441867883,1.1416245549301822,0.3321887516288471,0.839649092089722,0.7589000886366521,0.9475316706706816,1.267923169123255,1.5129113367729623,1.1554894283296409,1.1809337117450451,1.207129602804625,1.0361130604600566,1.3811959252628834
2021/01/13/11:00,0.9522222939204871,0.9667726106920994,0.8651411308586217,0.7487917437726748,1.068494687052644,0.8042573839466531,0.42233074015551797,1.1146198268270027,1.1416245549301822,0.3321887516288471,0.839649092089722,0.7589000886366521,0.9475316706706816,1.2933202517634694,1.5129113367729623,1.1554894283296409,1.129308341429642,1.207129602804625,1.0361130604600566,1.3811959252628834
2021/01/13/12:00,0.9522222939204871,0.9667726106920994,0.8651411308586217,0.7487917437726748,1.068494687052644,0.8042573839466531,0.42233074015551797,1.1146198268270027,1.1416245549301822,0.3321887516288471,0.839649092089722,0.7589000886366521,0.9475316706706816,1.2933202517634694,1.5129113367729623,1.1554894283296409,1.129308341429642,1.207129602804625,0.9028383904435703,1.3811959252628834
2021/01/13/13:00,0.9522222939204871,0.9667726106920994,0.8651411308586217,0.7487917437726748,0.9352165509217913,0.8042573839466531,0.42233074015551797,1.1146198268270027,1.1416245549301822,0.3321887516288471,0.839649092089722,0.7589000886366521,0.9475316706706816,1.2933202517634694,1.5129113367729623,1.1554894283296409,1.129308341429642,1.207129602804625,0.9028383904435703,1.3811959252628834
2021/01/13/14:00,0.9522222939204871,0.9667726106920994,0.8651411308586217,0.7487917437726748,0.8650973807928436,0.8042573839466531,0.42233074015551797,1.1146198268270027,1.1416245549301822,0.3321887516288471,0.839649092089722,0.7589000886366521,0.9475316706706816,1.2933202517634694,1.5129113367729623,1.1554894283296409,1.129308341429642,1.207129602804625,0.9028383904435703,1.3811959252628834
2021/01/13/15:00,0.9591324165461732,0.9736827333177855,0.8720512534843078,0.7557018663983608,0.9012755733930817,0.8111675065723392,0.3537543298285938,1.147719154762779,1.1485346775558682,0.3321887516288471,0.8465592147154082,0.7658102112623382,0.9544417932963676,1.3264195796992455,1.5198214593986483,1.1623995509553269,1.1624076693654184,1.214039725430311,0.8342619801166461,1.3881060478885696
2021/01/14/09:00,0.9591324165461732,0.9736827333177855,0.8720512534843078,0.7557018663983608,0.9012755733930817,0.8111675065723392,0.3537543298285938,1.147719154762779,1.1485346775558682,0.3321887516288471,0.8465592147154082,0.7658102112623382,0.9544417932963676,1.3264195796992455,1.5198214593986483,1.1623995509553269,1.1624076693654184,1.214039725430311,0.8342619801166461,1.3881060478885696
2021/01/14/10:00,0.9591324165461732,0.9736827333177855,0.8720512534843078,0.7557018663983608,0.9012755733930817,0.8111675065723392,0.3537543298285938,1.147719154762779,1.1485346775558682,0.3321887516288471,0.8465592147154082,0.7658102112623382,0.9544417932963676,1.3264195796992455,1.5198214593986483,1.1585243118540332,1.1624076693654184,1.214039725430311,0.8365487221112324,1.3881060478885696
2021/01/14/11:00,0.9591324165461732,0.9736827333177855,0.8720512534843078,0.7557018663983608,0.9012755733930817,0.8111675065723392,0.3537543298285938,1.147719154762779,1.1485346775558682,0.3321887516288471,0.8465592147154082,0.7658102112623382,0.9544417932963676,1.3264195796992455,1.5198214593986483,1.1585243118540332,1.1624076693654184,1.214039725430311,0.8203489662398744,1.3881060478885696
2021/01/14/12:00,0.9591324165461732,0.9736827333177855,0.8804997917153431,0.7557018663983608,0.9012755733930817,0.816534961825718,0.3537543298285938,1.147719154762779,1.1485346775558682,0.3321887516288471,0.8465592147154082,0.7658102112623382,0.9544417932963676,1.3264195796992455,1.5198214593986483,1.1585243118540332,1.1624076693654184,1.214039725430311,0.8103110066049655,1.3881060478885696
2021/01/14/13:00,0.9583382604225359,0.9736827333177855,0.8804997917153431,0.7557018663983608,0.9012755733930817,0.816534961825718,0.3537543298285938,1.147719154762779,1.1485346775558682,0.3321887516288471,0.8465592147154082,0.7658102112623382,0.9544417932963676,1.3256254235756082,1.5198214593986483,1.1585243118540332,1.1624076693654184,1.214039725430311,0.8103110066049655,1.3842308087872757
2021/01/14/14:00,0.9513819383435838,0.9736827333177855,0.8827861639910637,0.7557018663983608,0.9012755733930817,0.816534961825718,0.3537543298285938,1.147719154762779,1.1485346775558682,0.3321887516288471,0.8465592147154082,0.7658102112623382,0.9544417932963676,1.3186691014966563,1.5198214593986483,1.1585243118540332,1.1624076693654184,1.214039725430311,0.8103110066049655,1.3842308087872757
2021/01/14/15:00,0.9613705559148661,0.9898335168443826,0.892774781562346,0.771852649924958,0.8835354608923293,0.8080375436796382,0.36990511335519094,1.163869938289376,1.1646854610824653,0.3421773692001294,0.853466749309034,0.7788799118112788,0.9705925768229647,1.3286577190679385,1.5198214593986483,1.1715940124029738,1.1785584528920154,1.2271094259792517,0.8018135884588855,1.366490696286523
2021/01/15/09:00,0.9613705559148661,0.9898335168443826,0.892774781562346,0.771852649924958,0.8835354608923293,0.8080375436796382,0.36990511335519094,1.163869938289376,1.1646854610824653,0.3421773692001294,0.853466749309034,0.7788799118112788,0.9705925768229647,1.3286577190679385,1.5198214593986483,1.1715940124029738,1.1785584528920154,1.2271094259792517,0.8018135884588855,1.366490696286523
2021/01/15/10:00,0.9613705559148661,0.9898335168443826,0.7595081067163317,0.771852649924958,0.8835354608923293,0.8080375436796382,0.23663843850917665,1.163869938289376,1.342598831578506,0.3421773692001294,0.853466749309034,0.7788799118112788,0.9705925768229647,1.3286577190679385,1.5198214593986483,1.1715940124029738,1.1785584528920154,1.2271094259792517,0.8018135884588855,1.366490696286523
2021/01/15/11:00,0.9613705559148661,0.9898335168443826,0.7595081067163317,0.771852649924958,0.8835354608923293,0.8080375436796382,0.23663843850917665,1.2416481120115455,1.342598831578506,0.3421773692001294,0.853466749309034,0.7788799118112788,0.9705925768229647,1.2277438019330753,1.5198214593986483,1.1715940124029738,1.1785584528920154,1.2271094259792517,0.8018135884588855,1.366490696286523
2021/01/15/12:00,0.9613705559148661,0.9898335168443826,0.7833765713011376,0.771852649924958,0.7518139028061074,0.8080375436796382,0.10491688042295477,1.1653813798224801,1.3664672961633118,0.21045581111390754,0.7217451912228121,0.6471583537250569,0.9705925768229647,1.15147706974401,1.3880999013124264,1.1715940124029738,1.253260257552065,1.2271094259792517,0.8018135884588855,1.366490696286523
2021/01/15/13:00,0.9613705559148661,0.9898335168443826,0.7833765713011376,0.771852649924958,0.7518139028061074,0.8080375436796382,0.10491688042295477,1.1653813798224801,1.3664672961633118,0.21045581111390754,0.7217451912228121,0.6471583537250569,0.9705925768229647,1.15147706974401,1.3880999013124264,1.1715940124029738,1.233994669606261,1.3988606305199776,0.8018135884588855,1.366490696286523
2021/01/15/14:00,0.9613705559148661,0.9898335168443826,0.8026234114194577,0.771852649924958,0.7518139028061074,0.8118801704959824,0.10491688042295477,1.1846282199408003,1.3664672961633118,0.21045581111390754,0.7217451912228121,0.6471583537250569,0.9705925768229647,1.17072390986233,1.3880999013124264,1.1715940124029738,1.2347561210152322,1.3988606305199776,0.8018135884588855,1.366490696286523
2021/01/15/15:00,1.1962839614975727,1.224746922427089,0.7402264514048223,1.0067660555076643,0.8141970137682302,0.8727228323989925,0.10491688042295477,1.122231259926165,1.4473357958347832,0.27129847301691756,0.7825878531258221,0.6471583537250569,1.0329756877850875,1.1083269498476946,1.3880999013124264,1.4065074179856802,1.172359161000597,1.3349231290165129,1.036726994041592,1.6014041018692295
2021/01/18/09:00,1.1962839614975727,1.224746922427089,0.7402264514048223,1.0067660555076643,0.8141970137682302,0.8727228323989925,0.10491688042295477,1.122231259926165,1.4473357958347832,0.27129847301691756,0.7825878531258221,0.6471583537250569,1.0329756877850875,1.1083269498476946,1.3880999013124264,1.4065074179856802,1.172359161000597,1.3349231290165129,1.036726994041592,1.6014041018692295
2021/01/18/10:00,1.1962839614975727,1.224746922427089,0.7402264514048223,1.0067660555076643,0.8141970137682302,0.8727228323989925,0.10491688042295477,1.122231259926165,1.4473357958347832,0.27129847301691756,0.7825878531258221,0.6471583537250569,1.0329756877850875,1.1083269498476946,1.3880999013124264,1.4065074179856802,1.172359161000597,1.3349231290165129,1.036726994041592,1.6014041018692295
2021/01/18/11:00,1.1962839614975727,1.224746922427089,0.7402264514048223,1.0067660555076643,0.8141970137682302,0.8727228323989925,0.10491688042295477,1.122231259926165,1.4473357958347832,0.27129847301691756,0.7825878531258221,0.6471583537250569,1.0329756877850875,1.1083269498476946,1.3880999013124264,1.4065074179856802,1.172359161000597,1.3349231290165129,1.036726994041592,1.6014041018692295
2021/01/18/12:00,1.1962839614975727,1.224746922427089,0.7402264514048223,1.0067660555076643,0.8141970137682302,0.8727228323989925,0.10491688042295477,1.122231259926165,1.4473357958347832,0.27129847301691756,0.7825878531258221,0.6471583537250569,1.0329756877850875,1.1083269498476946,1.3880999013124264,1.4065074179856802,1.172359161000597,1.3349231290165129,1.036726994041592,1.6014041018692295
2021/01/18/13:00,1.1962839614975727,1.224746922427089,0.7402264514048223,1.0067660555076643,0.8141970137682302,0.8727228323989925,0.10491688042295477,1.122231259926165,1.4473357958347832,0.27129847301691756,0.7825878531258221,0.6471583537250569,1.0329756877850875,1.1083269498476946,1.3880999013124264,1.4065074179856802,1.172359161000597,1.3349231290165129,1.036726994041592,1.6014041018692295
2021/01/18/14:00,1.1962839614975727,1.224746922427089,0.7402264514048223,1.0067660555076643,0.8141970137682302,0.8727228323989925,0.10491688042295477,1.122231259926165,1.4473357958347832,0.27129847301691756,0.7825878531258221,0.6471583537250569,1.0329756877850875,1.1083269498476946,1.3880999013124264,1.4065074179856802,1.172359161000597,1.3349231290165129,1.036726994041592,1.6014041018692295
2021/01/18/15:00,1.434297305720089,1.3780355683984262,1.001346531514024,1.109219882528293,1.0753170938774317,1.1338429125081941,0.34293022464547107,1.3833513400353665,1.708455875943985,0.509311817239434,1.0206011973483384,0.8851716979475733,1.2709890320076038,1.3694470299568962,1.649219981421628,1.6676274980948818,1.4334792411097985,1.5729364732390292,1.2978470741507935,1.8394174460917458
2021/01/19/09:00,1.434297305720089,1.3780355683984262,1.001346531514024,1.109219882528293,1.0753170938774317,1.1338429125081941,0.34293022464547107,1.3833513400353665,1.708455875943985,0.509311817239434,1.0206011973483384,0.8851716979475733,1.2709890320076038,1.3694470299568962,1.649219981421628,1.6676274980948818,1.4334792411097985,1.5729364732390292,1.2978470741507935,1.8394174460917458
